,first,second,third,allCorrect
2632,True,True,True,True
2633,True,True,True,True
2634,True,True,True,True
2635,True,True,True,True
2636,False,True,False,False
2637,False,True,False,False
2638,True,True,False,False
2639,True,True,True,True
2640,False,True,True,False
2641,True,True,True,True
2642,False,True,False,False
2643,True,False,True,False
2644,True,True,False,False
2645,False,True,False,False
2646,True,True,True,True
2647,False,True,False,False
2648,True,True,False,False
2649,False,False,False,False
2650,False,True,False,False
2651,True,True,False,False
2652,True,True,False,False
2653,False,True,True,False
2654,False,True,True,False
2655,True,False,True,False
2656,True,True,False,False
2657,True,True,False,False
2658,True,True,False,False
2659,True,True,False,False
2660,False,True,False,False
2661,False,False,False,False
2662,True,True,True,True
2663,False,True,True,False
2664,True,True,True,True
2665,True,True,False,False
2666,False,True,False,False
2667,True,True,False,False
2668,False,True,True,False
2669,True,True,False,False
2670,False,True,False,False
2671,False,True,True,False
2672,True,True,False,False
2673,False,False,False,False
2674,True,True,True,True
2675,False,True,False,False
2676,True,True,False,False
2677,False,True,False,False
2678,True,True,False,False
2679,False,True,True,False
2680,False,True,False,False
2681,True,True,False,False
2682,True,True,False,False
2683,True,True,True,True
2684,True,False,False,False
2685,True,True,False,False
2686,False,True,False,False
2687,True,True,True,True
2688,False,False,False,False
2689,False,False,True,False
2690,False,True,False,False
2691,False,True,True,False
2692,False,True,False,False
2693,False,True,False,False
2694,True,False,True,False
2695,True,True,True,True
2696,True,True,True,True
2697,True,True,False,False
2698,True,False,True,False
2699,True,True,True,True
2700,True,True,False,False
2701,False,True,False,False
2702,False,True,True,False
2703,True,True,False,False
2704,True,True,False,False
2705,False,True,True,False
2706,True,False,True,False
2707,False,False,True,False
2708,True,True,False,False
2709,True,True,False,False
2710,False,False,True,False
2711,True,True,True,True
2712,True,True,False,False
2713,False,True,True,False
2714,True,True,False,False
2715,True,True,True,True
2716,True,True,True,True
2717,False,True,True,False
2718,True,True,True,True
2719,False,True,False,False
2720,True,True,False,False
2721,True,False,True,False
2722,True,True,True,True
2723,True,True,True,True
2724,True,True,False,False
2725,True,True,False,False
2726,True,True,False,False
2727,True,True,False,False
2728,False,True,False,False
2729,True,True,True,True
2730,False,True,False,False
2731,True,True,False,False
2732,False,True,True,False
2733,False,True,True,False
2734,True,False,True,False
2735,True,True,True,True
2736,True,True,True,True
2737,True,True,True,True
2738,True,True,False,False
2739,False,False,False,False
2740,False,True,True,False
2741,False,True,False,False
2742,False,True,False,False
2743,True,True,False,False
2744,True,False,True,False
2745,True,True,True,True
2746,True,True,False,False
2747,False,True,False,False
2748,False,True,False,False
2749,False,True,True,False
2750,False,False,False,False
2751,True,False,True,False
2752,True,True,False,False
2753,True,True,True,True
2754,True,True,False,False
2755,True,True,False,False
2756,True,True,False,False
2757,True,True,True,True
2758,False,True,True,False
2759,False,True,True,False
2760,False,True,False,False
2761,True,True,True,True
2762,True,False,True,False
2763,False,True,True,False
2764,False,True,False,False
2765,False,True,True,False
2766,True,True,False,False
2767,False,False,False,False
2768,True,True,False,False
2769,False,True,False,False
2770,False,True,False,False
2771,True,True,False,False
2772,False,True,True,False
2773,True,True,False,False
2774,True,True,False,False
2775,False,True,False,False
2776,False,True,False,False
2777,True,True,False,False
2778,False,True,False,False
2779,True,True,False,False
2780,False,True,True,False
2781,True,True,False,False
2782,True,True,False,False
2783,True,True,False,False
2784,True,True,True,True
2785,False,True,False,False
2786,True,True,True,True
2787,False,True,False,False
2788,False,True,False,False
2789,False,True,True,False
2790,False,True,False,False
2791,False,True,True,False
2792,True,True,False,False
2793,True,True,True,True
2794,True,True,False,False
2795,True,True,False,False
2796,False,True,True,False
2797,True,True,False,False
2798,True,True,True,True
2799,False,True,False,False
2800,False,True,False,False
2801,True,True,False,False
2802,True,True,True,True
2803,False,True,True,False
2804,True,True,True,True
2805,False,True,True,False
2806,True,True,True,True
2807,False,True,False,False
2808,True,True,True,True
2809,False,True,True,False
2810,True,True,True,True
2811,True,True,False,False
2812,True,True,False,False
2813,True,True,True,True
2814,True,True,True,True
2815,True,True,True,True
2816,False,True,True,False
2817,False,True,True,False
2818,True,False,False,False
2819,False,True,False,False
2820,False,True,True,False
2821,False,True,True,False
2822,True,True,True,True
2823,True,True,False,False
2824,True,True,False,False
2825,False,True,False,False
2826,True,True,False,False
2827,True,True,True,True
2828,True,False,True,False
2829,False,True,True,False
2830,True,False,False,False
2831,True,True,True,True
2832,False,True,True,False
2833,True,True,True,True
2834,True,True,True,True
2835,False,True,False,False
2836,False,False,True,False
2837,False,True,True,False
2838,True,True,False,False
2839,True,True,False,False
2840,True,True,True,True
2841,True,True,False,False
2842,False,True,False,False
2843,False,False,False,False
2844,False,True,False,False
2845,True,True,True,True
2846,True,True,True,True
2847,True,True,False,False
2848,True,True,False,False
2849,False,True,False,False
2850,True,True,False,False
2851,False,True,False,False
2852,True,True,True,True
2853,False,False,False,False
2854,True,True,True,True
2855,False,True,True,False
2856,False,True,True,False
2857,True,True,True,True
2858,True,True,False,False
2859,True,True,False,False
2860,False,True,False,False
2861,False,True,False,False
2862,False,True,True,False
2863,False,True,False,False
2864,True,True,True,True
2865,True,True,False,False
2866,True,True,False,False
2867,True,True,False,False
2868,True,True,False,False
2869,False,True,True,False
2870,False,False,True,False
2871,True,True,True,True
2872,False,True,False,False
2873,True,True,False,False
2874,False,True,False,False
2875,False,True,False,False
2876,True,True,False,False
2877,True,True,True,True
2878,True,True,True,True
2879,True,False,False,False
2880,True,True,False,False
2881,True,True,False,False
2882,True,True,False,False
2883,False,True,False,False
2884,True,True,True,True
2885,True,True,False,False
2886,True,True,True,True
2887,True,False,False,False
2888,False,True,False,False
2889,False,True,False,False
2890,True,False,False,False
2891,True,True,True,True
2892,False,True,True,False
2893,True,True,False,False
2894,True,True,True,True
2895,False,True,True,False
2896,True,True,False,False
2897,True,True,False,False
2898,True,True,True,True
2899,True,True,False,False
2900,False,True,True,False
2901,False,True,False,False
2902,False,True,False,False
2903,False,True,False,False
2904,False,True,True,False
2905,False,False,True,False
2906,True,True,True,True
2907,True,True,True,True
2908,False,True,False,False
2909,True,True,True,True
2910,False,True,False,False
2911,False,True,False,False
2912,False,True,False,False
2913,False,True,False,False
2914,True,True,True,True
2915,True,True,False,False
2916,True,True,False,False
2917,True,True,True,True
2918,False,True,True,False
2919,True,False,False,False
2920,False,True,False,False
2921,True,True,False,False
2922,True,True,True,True
2923,True,True,True,True
2924,True,True,False,False
2925,True,True,True,True
2926,True,True,True,True
2927,True,False,True,False
2928,False,True,True,False
2929,True,True,True,True
2930,True,True,False,False
2931,True,True,True,True
2932,True,True,False,False
2933,False,True,True,False
2934,True,True,False,False
2935,False,True,False,False
2936,False,True,True,False
2937,True,True,True,True
2938,True,True,True,True
2939,False,True,False,False
2940,True,True,False,False
2941,False,True,True,False
2942,False,True,False,False
2943,True,False,True,False
2944,True,True,True,True
2945,True,True,True,True
2946,False,True,True,False
2947,True,True,True,True
2948,False,True,True,False
2949,False,True,True,False
2950,False,False,True,False
2951,True,True,False,False
2952,True,True,False,False
2953,True,True,False,False
2954,False,True,True,False
2955,True,True,True,True
2956,True,True,True,True
2957,True,False,True,False
2958,False,True,True,False
2959,False,True,False,False
2960,True,True,False,False
2961,True,True,True,True
2962,False,True,False,False
2963,True,True,False,False
2964,False,True,True,False
2965,True,False,True,False
2966,True,True,False,False
2967,False,True,False,False
2968,True,True,False,False
2969,True,True,False,False
2970,True,True,True,True
2971,True,True,False,False
2972,True,False,True,False
2973,False,True,False,False
2974,True,True,True,True
2975,True,True,False,False
2976,True,True,True,True
2977,True,True,False,False
2978,False,True,False,False
2979,True,True,False,False
2980,True,True,False,False
2981,True,True,False,False
2982,True,True,False,False
2983,True,True,True,True
2984,True,True,False,False
2985,False,True,True,False
2986,False,True,False,False
2987,True,True,True,True
2988,True,False,False,False
2989,True,True,True,True
2990,True,True,False,False
2991,False,False,True,False
2992,True,True,True,True
2993,True,True,False,False
2994,True,True,False,False
2995,True,True,False,False
2996,True,False,False,False
2997,True,True,True,True
2998,False,True,False,False
2999,False,True,True,False
3000,True,True,True,True
3001,True,True,False,False
3002,True,True,True,True
3003,False,True,False,False
3004,True,True,True,True
3005,True,False,False,False
3006,True,False,False,False
3007,True,True,True,True
3008,True,True,True,True
3009,True,True,False,False
3010,True,True,True,True
3011,False,True,False,False
3012,True,True,True,True
3013,False,True,False,False
3014,False,True,False,False
3015,False,True,False,False
3016,False,True,False,False
3017,False,False,True,False
3018,True,True,False,False
3019,True,False,True,False
3020,True,True,True,True
3021,True,True,True,True
3022,True,True,True,True
3023,True,True,True,True
3024,True,True,True,True
3025,True,True,True,True
3026,True,False,False,False
3027,True,True,False,False
3028,True,True,True,True
3029,False,True,False,False
3030,True,True,False,False
3031,True,True,False,False
3032,True,True,False,False
3033,True,True,True,True
3034,True,True,False,False
3035,True,True,False,False
3036,True,True,True,True
3037,True,True,False,False
3038,False,True,True,False
3039,True,True,False,False
3040,True,True,True,True
3041,False,False,True,False
3042,True,True,True,True
3043,True,True,False,False
3044,False,False,False,False
3045,True,True,False,False
3046,False,True,True,False
3047,True,True,True,True
3048,True,True,False,False
3049,False,True,True,False
3050,False,True,True,False
3051,True,True,True,True
3052,True,True,True,True
3053,True,True,True,True
3054,False,True,True,False
3055,True,True,False,False
3056,True,True,False,False
3057,True,True,True,True
3058,False,False,False,False
3059,True,True,True,True
3060,True,True,True,True
3061,True,True,True,True
3062,True,True,False,False
3063,True,True,False,False
3064,True,True,True,True
3065,False,True,False,False
3066,False,True,True,False
3067,True,True,True,True
3068,True,True,True,True
3069,True,True,True,True
3070,False,False,False,False
3071,False,False,True,False
3072,False,True,True,False
3073,False,True,True,False
3074,False,True,True,False
3075,True,True,False,False
3076,True,True,False,False
3077,False,True,False,False
3078,False,True,False,False
3079,True,True,True,True
3080,False,True,True,False
3081,True,True,False,False
3082,True,True,False,False
3083,True,True,True,True
3084,True,True,True,True
3085,False,True,False,False
3086,True,True,True,True
3087,True,True,True,True
3088,False,True,False,False
3089,False,True,False,False
3090,True,True,False,False
3091,False,True,False,False
3092,True,True,False,False
3093,True,True,False,False
3094,True,True,True,True
3095,False,True,False,False
3096,True,True,True,True
3097,False,False,False,False
3098,True,True,False,False
3099,True,True,True,True
3100,True,True,True,True
3101,False,False,True,False
3102,True,True,True,True
3103,True,True,False,False
3104,True,True,False,False
3105,True,True,True,True
3106,False,True,False,False
3107,True,True,True,True
3108,False,True,True,False
3109,True,True,False,False
3110,True,True,False,False
3111,True,True,False,False
3112,True,True,False,False
3113,True,True,False,False
3114,True,True,True,True
3115,False,True,True,False
3116,True,True,True,True
3117,True,True,True,True
3118,False,True,False,False
3119,True,True,False,False
3120,False,True,True,False
3121,False,True,False,False
3122,False,True,False,False
3123,False,True,False,False
3124,True,True,False,False
3125,True,True,False,False
3126,True,True,False,False
3127,False,True,True,False
3128,False,True,False,False
3129,False,True,True,False
3130,False,True,False,False
3131,False,True,True,False
3132,False,True,True,False
3133,True,True,True,True
3134,True,True,True,True
3135,False,True,True,False
3136,False,True,True,False
3137,False,False,True,False
3138,True,True,True,True
3139,True,True,True,True
3140,True,True,True,True
3141,False,True,True,False
3142,False,True,True,False
3143,True,True,True,True
3144,True,True,True,True
3145,False,True,False,False
3146,True,False,True,False
3147,True,True,False,False
3148,True,True,True,True
3149,False,True,False,False
3150,False,True,False,False
3151,False,False,False,False
3152,True,True,False,False
3153,True,True,False,False
3154,True,True,True,True
3155,False,False,True,False
3156,False,True,True,False
3157,False,False,False,False
3158,False,True,True,False
3159,True,True,False,False
3160,False,True,False,False
3161,True,True,False,False
3162,True,True,False,False
3163,False,True,False,False
3164,False,True,True,False
3165,True,True,False,False
3166,True,False,True,False
3167,True,True,True,True
3168,True,True,False,False
3169,True,True,True,True
3170,True,False,True,False
3171,False,True,True,False
3172,True,True,False,False
3173,False,True,True,False
3174,True,True,True,True
3175,True,True,True,True
3176,True,True,True,True
3177,True,True,True,True
3178,True,True,False,False
3179,True,True,True,True
3180,True,True,False,False
3181,False,True,False,False
3182,True,True,True,True
3183,True,True,False,False
3184,True,True,False,False
3185,False,True,False,False
3186,True,True,True,True
3187,True,True,False,False
3188,True,True,True,True
3189,False,True,True,False
3190,True,True,False,False
3191,False,True,False,False
3192,False,True,True,False
3193,False,True,False,False
3194,True,True,True,True
3195,False,True,False,False
3196,True,True,True,True
3197,False,True,True,False
3198,True,False,False,False
3199,True,True,False,False
3200,False,True,True,False
3201,False,True,True,False
3202,False,True,True,False
3203,True,True,False,False
3204,False,True,True,False
3205,True,True,True,True
3206,True,True,False,False
3207,True,False,True,False
3208,False,True,True,False
3209,False,False,False,False
3210,False,True,True,False
3211,False,True,True,False
3212,True,True,False,False
3213,True,True,False,False
3214,False,True,False,False
3215,True,True,False,False
3216,True,True,True,True
3217,False,True,True,False
3218,True,True,False,False
3219,True,True,True,True
3220,True,True,True,True
3221,True,True,False,False
3222,True,True,False,False
3223,False,True,True,False
3224,False,True,True,False
3225,True,True,False,False
3226,True,True,False,False
3227,False,True,True,False
3228,False,True,False,False
3229,False,False,False,False
3230,True,True,True,True
3231,True,True,True,True
3232,False,True,False,False
3233,True,True,True,True
3234,True,True,True,True
3235,False,True,True,False
3236,True,True,True,True
3237,True,True,False,False
3238,True,True,False,False
3239,True,True,True,True
3240,True,True,True,True
3241,False,True,False,False
3242,True,True,False,False
3243,False,True,True,False
3244,True,True,False,False
3245,False,True,False,False
3246,False,True,True,False
3247,True,True,False,False
3248,False,True,False,False
3249,False,True,True,False
3250,True,True,False,False
3251,True,True,False,False
3252,True,False,False,False
3253,False,True,False,False
3254,True,True,False,False
3255,True,True,True,True
3256,True,True,False,False
3257,True,True,True,True
3258,False,False,True,False
3259,True,True,True,True
3260,True,False,False,False
3261,True,True,False,False
3262,False,False,False,False
3263,False,True,False,False
3264,True,True,False,False
3265,True,True,False,False
3266,False,True,True,False
3267,False,True,False,False
3268,False,True,False,False
3269,True,True,False,False
3270,True,True,True,True
3271,False,True,False,False
3272,True,True,False,False
3273,True,True,True,True
3274,True,True,True,True
3275,True,True,False,False
3276,False,False,True,False
3277,False,False,False,False
3278,True,True,True,True
3279,True,False,True,False
3280,False,False,True,False
3281,False,True,True,False
3282,True,True,True,True
3283,True,True,False,False
3284,True,True,True,True
3285,True,True,True,True
3286,False,True,False,False
3287,True,True,False,False
3288,False,True,False,False
3289,False,True,True,False
3290,True,True,True,True
3291,False,True,False,False
3292,False,True,True,False
3293,False,True,False,False
3294,True,True,False,False
3295,True,True,True,True
3296,False,True,False,False
3297,False,False,True,False
3298,False,True,False,False
3299,True,True,False,False
3300,True,True,True,True
3301,True,True,False,False
3302,True,False,True,False
3303,True,True,False,False
3304,False,True,False,False
3305,False,True,True,False
3306,False,True,True,False
3307,True,True,False,False
3308,False,True,True,False
3309,True,True,True,True
3310,False,True,False,False
3311,True,True,True,True
3312,True,True,False,False
3313,False,True,True,False
3314,True,True,False,False
3315,True,True,True,True
3316,False,True,True,False
3317,False,True,False,False
3318,False,True,False,False
3319,True,True,False,False
3320,True,True,False,False
3321,False,True,False,False
3322,True,True,False,False
3323,False,False,True,False
3324,True,True,True,True
3325,True,False,True,False
3326,False,True,True,False
3327,True,True,False,False
3328,False,True,False,False
3329,True,True,False,False
3330,False,True,True,False
3331,False,True,False,False
3332,False,True,False,False
3333,False,True,False,False
3334,True,True,False,False
3335,True,True,True,True
3336,True,False,False,False
3337,True,True,True,True
3338,False,False,True,False
3339,False,True,True,False
3340,True,True,True,True
3341,False,True,False,False
3342,False,True,False,False
3343,False,True,True,False
3344,True,True,False,False
3345,True,True,False,False
3346,False,False,True,False
3347,True,True,False,False
3348,True,True,False,False
3349,False,True,True,False
3350,True,True,True,True
3351,True,True,False,False
3352,True,False,True,False
3353,False,True,False,False
3354,True,True,False,False
3355,True,True,True,True
3356,True,False,False,False
3357,True,True,False,False
3358,False,True,True,False
3359,False,True,False,False
3360,False,True,True,False
3361,False,True,True,False
3362,True,True,False,False
3363,False,True,True,False
3364,False,True,False,False
3365,True,True,True,True
3366,True,True,True,True
3367,False,True,False,False
3368,True,True,False,False
3369,False,True,True,False
3370,True,False,True,False
3371,False,False,False,False
3372,True,True,True,True
3373,True,False,True,False
3374,True,True,True,True
3375,False,True,False,False
3376,False,True,False,False
3377,False,True,False,False
3378,False,False,False,False
3379,False,True,True,False
3380,False,True,True,False
3381,False,True,True,False
3382,False,True,True,False
3383,True,False,False,False
3384,False,True,True,False
3385,True,True,True,True
3386,False,True,False,False
3387,True,True,True,True
3388,True,True,False,False
3389,True,True,True,True
3390,False,True,True,False
3391,True,True,False,False
3392,True,True,True,True
3393,False,True,True,False
3394,True,True,True,True
3395,False,False,False,False
3396,False,True,True,False
3397,False,True,False,False
3398,False,True,False,False
3399,True,False,False,False
3400,False,True,True,False
3401,True,True,False,False
3402,False,True,False,False
3403,False,True,False,False
3404,False,True,False,False
3405,False,True,False,False
3406,True,True,True,True
3407,True,True,True,True
3408,True,True,True,True
3409,True,True,True,True
3410,True,True,False,False
3411,True,True,False,False
3412,False,True,False,False
3413,True,True,True,True
3414,True,True,False,False
3415,False,True,True,False
3416,True,True,True,True
3417,False,True,True,False
3418,True,True,False,False
3419,True,True,True,True
3420,False,True,True,False
3421,True,True,False,False
3422,True,False,False,False
3423,True,True,True,True
3424,True,True,False,False
3425,False,True,False,False
3426,True,True,True,True
3427,True,True,False,False
3428,True,False,True,False
3429,True,True,True,True
3430,False,False,False,False
3431,True,True,False,False
3432,False,True,False,False
3433,True,True,True,True
3434,True,True,True,True
3435,True,True,False,False
3436,True,True,True,True
3437,False,True,False,False
3438,True,True,True,True
3439,True,True,True,True
3440,False,False,False,False
3441,False,True,True,False
3442,False,False,False,False
3443,False,True,True,False
3444,False,True,True,False
3445,False,True,False,False
3446,False,True,True,False
3447,True,True,True,True
3448,True,True,False,False
3449,True,True,True,True
3450,True,False,False,False
3451,True,True,True,True
3452,False,True,False,False
3453,False,True,True,False
3454,True,True,True,True
3455,True,True,False,False
3456,False,True,False,False
3457,True,True,False,False
3458,False,True,False,False
3459,False,True,True,False
3460,False,True,False,False
3461,False,True,False,False
3462,False,False,True,False
3463,False,True,False,False
3464,True,True,True,True
3465,False,False,False,False
3466,True,True,False,False
3467,True,False,False,False
3468,True,True,False,False
3469,True,True,True,True
3470,True,True,True,True
3471,True,True,True,True
3472,False,True,True,False
3473,True,True,True,True
3474,True,True,False,False
3475,True,False,False,False
3476,True,True,False,False
3477,False,True,False,False
3478,True,True,True,True
3479,True,False,True,False
3480,True,True,True,True
3481,True,True,False,False
3482,True,True,False,False
3483,False,True,False,False
3484,False,False,True,False
3485,True,True,True,True
3486,False,True,True,False
3487,False,True,False,False
3488,False,True,True,False
3489,True,True,False,False
3490,False,True,True,False
3491,True,True,False,False
3492,False,False,False,False
3493,False,False,False,False
3494,True,True,False,False
3495,True,False,False,False
3496,True,True,True,True
3497,False,False,True,False
3498,False,True,False,False
3499,True,True,False,False
3500,False,True,False,False
3501,False,True,True,False
3502,True,True,True,True
3503,True,True,False,False
3504,True,True,True,True
3505,False,True,False,False
3506,True,False,False,False
3507,True,True,True,True
3508,False,True,False,False
3509,False,True,True,False
3510,False,True,True,False
3511,False,True,True,False
3512,False,True,False,False
3513,True,False,True,False
3514,True,True,False,False
3515,True,True,True,True
3516,True,True,True,True
3517,True,True,True,True
3518,True,False,False,False
3519,True,True,False,False
3520,True,True,False,False
3521,False,True,False,False
3522,False,True,True,False
3523,True,True,False,False
3524,True,True,True,True
3525,False,True,True,False
3526,True,True,True,True
3527,True,True,True,True
3528,False,True,False,False
3529,False,True,False,False
3530,True,True,True,True
3531,True,True,True,True
3532,True,True,True,True
3533,True,True,True,True
3534,True,True,True,True
3535,True,True,False,False
3536,False,True,False,False
3537,True,True,True,True
3538,False,True,True,False
3539,True,True,False,False
3540,False,True,True,False
3541,True,True,False,False
3542,False,True,True,False
3543,False,True,False,False
3544,True,False,False,False
3545,True,True,False,False
3546,True,True,False,False
3547,False,True,True,False
3548,True,False,True,False
3549,False,True,True,False
3550,True,True,True,True
3551,False,True,False,False
3552,True,True,False,False
3553,True,True,True,True
3554,True,True,True,True
3555,True,True,False,False
3556,False,False,False,False
3557,False,True,False,False
3558,False,False,True,False
3559,False,True,False,False
3560,True,True,True,True
3561,True,True,False,False
3562,False,True,True,False
3563,False,True,False,False
3564,True,True,True,True
3565,True,True,False,False
3566,True,False,True,False
3567,False,True,True,False
3568,True,True,False,False
3569,True,True,False,False
3570,True,True,True,True
3571,True,True,True,True
3572,True,True,False,False
3573,False,True,False,False
3574,False,True,False,False
3575,True,False,True,False
3576,True,True,True,True
3577,False,True,True,False
3578,True,True,True,True
3579,True,False,False,False
3580,True,True,True,True
3581,True,True,False,False
3582,False,True,False,False
3583,True,True,True,True
3584,True,True,True,True
3585,True,True,False,False
3586,False,True,True,False
3587,True,True,False,False
3588,True,True,True,True
3589,True,True,True,True
3590,False,True,True,False
3591,False,True,False,False
3592,True,True,True,True
3593,True,False,False,False
3594,True,False,False,False
3595,True,True,True,True
3596,False,True,False,False
3597,False,True,True,False
3598,False,True,False,False
3599,True,True,False,False
3600,True,True,True,True
3601,True,True,True,True
3602,True,True,True,True
3603,True,True,True,True
3604,True,True,True,True
3605,True,False,True,False
3606,False,True,False,False
3607,False,True,False,False
3608,False,True,True,False
3609,True,True,True,True
3610,True,True,True,True
3611,False,True,True,False
3612,False,True,False,False
3613,True,True,False,False
3614,False,True,True,False
3615,False,True,True,False
3616,True,True,False,False
3617,False,False,True,False
3618,False,True,False,False
3619,True,True,False,False
3620,True,True,True,True
3621,False,True,False,False
3622,True,True,True,True
3623,True,True,False,False
3624,False,True,True,False
3625,True,True,True,True
3626,True,True,True,True
3627,False,True,True,False
3628,True,True,True,True
3629,True,True,True,True
3630,False,True,True,False
3631,False,True,False,False
3632,False,True,True,False
3633,True,True,False,False
3634,False,True,True,False
3635,False,True,False,False
3636,True,False,True,False
3637,True,True,False,False
3638,False,True,False,False
3639,True,True,False,False
3640,True,True,False,False
3641,False,True,False,False
3642,False,True,True,False
3643,True,True,False,False
3644,True,True,False,False
3645,True,True,False,False
3646,True,False,True,False
3647,True,True,True,True
3648,True,False,True,False
3649,True,True,False,False
3650,True,True,False,False
3651,False,True,True,False
3652,True,True,False,False
3653,True,True,False,False
3654,True,False,True,False
3655,True,True,True,True
3656,True,True,True,True
3657,False,False,False,False
3658,False,False,True,False
3659,False,False,False,False
3660,True,True,False,False
3661,False,True,False,False
3662,True,True,True,True
3663,False,True,False,False
3664,True,False,False,False
3665,True,True,True,True
3666,True,True,False,False
3667,False,True,False,False
3668,True,True,False,False
3669,True,True,False,False
3670,False,False,False,False
3671,False,True,True,False
3672,False,True,True,False
3673,False,True,True,False
3674,False,True,True,False
3675,False,True,False,False
3676,True,True,True,True
3677,True,True,False,False
3678,True,True,True,True
3679,True,True,True,True
3680,False,True,False,False
3681,True,True,True,True
3682,False,True,False,False
3683,False,False,False,False
3684,True,True,False,False
3685,False,True,False,False
3686,False,True,True,False
3687,True,True,False,False
3688,True,True,False,False
3689,True,False,True,False
3690,False,True,False,False
3691,False,True,False,False
3692,False,True,False,False
3693,True,True,False,False
3694,False,True,False,False
3695,True,True,True,True
3696,False,True,False,False
3697,True,True,True,True
3698,True,True,True,True
3699,False,True,True,False
3700,True,True,True,True
3701,True,True,True,True
3702,True,True,False,False
3703,True,True,False,False
3704,True,True,True,True
3705,True,True,True,True
3706,True,False,False,False
3707,False,True,False,False
3708,False,True,False,False
3709,True,True,False,False
3710,True,True,False,False
3711,True,True,True,True
3712,True,True,False,False
3713,False,True,True,False
3714,True,True,True,True
3715,False,False,True,False
3716,True,True,True,True
3717,True,True,True,True
3718,True,True,False,False
3719,True,True,True,True
3720,False,False,False,False
3721,True,True,False,False
3722,True,True,True,True
3723,True,True,True,True
3724,False,True,True,False
3725,False,True,True,False
3726,True,True,False,False
3727,True,True,False,False
3728,False,True,False,False
3729,False,True,False,False
3730,False,True,False,False
3731,True,True,False,False
3732,True,True,False,False
3733,True,True,True,True
3734,True,True,True,True
3735,True,True,False,False
3736,True,True,True,True
3737,True,True,False,False
3738,False,True,False,False
3739,False,True,True,False
3740,True,True,True,True
3741,True,True,False,False
3742,True,True,False,False
3743,False,True,False,False
3744,True,False,True,False
3745,False,True,False,False
3746,False,True,True,False
3747,True,True,False,False
3748,False,True,False,False
3749,True,True,False,False
3750,True,True,True,True
3751,True,True,False,False
3752,True,True,True,True
3753,True,True,True,True
3754,True,True,True,True
3755,False,True,False,False
3756,True,True,True,True
3757,False,True,False,False
3758,False,True,True,False
3759,True,True,False,False
3760,True,True,True,True
3761,True,True,True,True
3762,True,True,False,False
3763,False,True,False,False
3764,True,True,True,True
3765,True,True,True,True
3766,True,True,True,True
3767,True,True,True,True
3768,False,True,True,False
3769,False,True,True,False
3770,True,True,True,True
3771,True,True,True,True
3772,True,True,True,True
3773,False,False,False,False
3774,False,True,True,False
3775,False,True,False,False
3776,True,True,True,True
3777,False,True,False,False
3778,False,True,False,False
3779,True,True,False,False
3780,False,True,False,False
3781,True,True,False,False
3782,False,True,True,False
3783,True,True,False,False
3784,True,True,True,True
3785,True,True,False,False
3786,True,True,False,False
3787,True,True,False,False
3788,False,False,False,False
3789,False,True,True,False
3790,False,True,True,False
3791,True,True,True,True
3792,True,True,False,False
3793,False,True,False,False
3794,False,True,True,False
3795,False,True,False,False
3796,True,True,True,True
3797,True,False,False,False
3798,False,True,True,False
3799,True,True,True,True
3800,True,True,False,False
3801,False,True,True,False
3802,False,True,True,False
3803,False,True,True,False
3804,False,True,False,False
3805,True,False,True,False
3806,True,False,False,False
3807,True,True,False,False
3808,True,True,True,True
3809,True,False,False,False
3810,False,True,True,False
3811,True,True,True,True
3812,True,True,False,False
3813,True,True,False,False
3814,True,False,True,False
3815,True,True,False,False
3816,True,True,False,False
3817,False,True,False,False
3818,True,True,False,False
3819,True,True,True,True
3820,True,True,False,False
3821,True,True,True,True
3822,True,True,False,False
3823,False,True,False,False
3824,False,True,True,False
3825,True,True,True,True
3826,False,False,True,False
3827,False,True,True,False
3828,True,True,False,False
3829,False,True,True,False
3830,True,True,True,True
3831,False,True,True,False
3832,True,True,False,False
3833,False,False,False,False
3834,True,True,True,True
3835,True,True,False,False
3836,True,True,True,True
3837,True,True,True,True
3838,True,True,True,True
3839,False,True,False,False
3840,False,True,False,False
3841,False,True,False,False
3842,False,False,True,False
3843,True,True,False,False
3844,False,True,False,False
3845,False,True,False,False
3846,False,True,False,False
3847,False,False,False,False
3848,True,True,True,True
3849,True,True,False,False
3850,False,True,False,False
3851,False,False,True,False
3852,False,True,False,False
3853,True,True,True,True
3854,False,True,False,False
3855,True,True,False,False
3856,True,True,False,False
3857,True,True,True,True
3858,False,False,True,False
3859,False,True,True,False
3860,False,True,False,False
3861,True,True,False,False
3862,True,True,False,False
3863,True,True,True,True
3864,False,False,False,False
3865,True,True,False,False
3866,False,True,False,False
3867,True,True,True,True
3868,True,True,True,True
3869,True,True,True,True
3870,False,True,False,False
3871,False,False,False,False
3872,True,True,True,True
3873,True,True,False,False
3874,True,False,False,False
3875,True,True,False,False
3876,True,False,False,False
3877,True,True,True,True
3878,False,True,True,False
3879,True,False,False,False
3880,False,True,False,False
3881,False,True,True,False
3882,True,True,False,False
3883,True,True,False,False
3884,False,True,False,False
3885,True,True,True,True
3886,True,True,False,False
3887,False,True,True,False
3888,True,True,True,True
3889,True,True,True,True
3890,True,True,False,False
3891,True,True,True,True
3892,False,True,False,False
3893,False,True,False,False
3894,True,True,False,False
3895,True,True,True,True
3896,True,True,True,True
3897,False,False,False,False
3898,True,True,True,True
3899,False,True,False,False
3900,False,True,True,False
3901,False,False,True,False
3902,True,True,False,False
